age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,computer_network_score,operating_system_score,daa_score,overall_score,final_grade
17,other,private,graduate,5.4,89.2,yes,15-30 min,yes,group study,85.4,75.3,69.8,69.7,d
18,other,public,no formal,2.6,57.4,yes,15-30 min,yes,mixed,44.8,50.6,30.2,38.7,f
18,male,private,diploma,7.4,57.5,yes,<15 min,yes,group study,89.4,93.3,80.6,89.3,b
14,male,public,phd,7.3,50.4,yes,30-60 min,no,textbook,84.6,100.0,88.6,84.9,c
14,male,private,diploma,1.0,69.4,yes,15-30 min,yes,group study,13.0,34.2,7.3,34.1,f
14,other,public,phd,7.4,71.8,yes,15-30 min,yes,mixed,80.1,66.8,82.0,86.2,b
19,other,public,graduate,1.9,72.6,yes,<15 min,yes,group study,27.2,34.5,44.6,37.6,f
17,female,public,phd,5.6,88.3,yes,<15 min,no,notes,84.0,100.0,79.9,86.7,b
17,male,private,graduate,6.7,70.7,yes,30-60 min,yes,textbook,67.0,98.3,85.7,75.8,c
18,male,public,diploma,2.3,50.2,no,30-60 min,no,online videos,15.7,51.8,16.4,29.9,f
17,male,private,phd,1.3,80.5,yes,<15 min,yes,textbook,54.3,61.2,34.1,45.6,e
15,female,public,high school,6.2,58.6,yes,15-30 min,no,coaching,63.9,82.4,63.5,81.2,c
17,other,private,diploma,3.8,51.3,yes,30-60 min,yes,notes,82.8,57.5,42.5,58.7,d
18,male,private,post graduate,4.2,88.9,yes,<15 min,no,mixed,66.6,98.0,67.4,77.6,c
14,other,private,phd,6.2,62.3,yes,>60 min,no,group study,67.0,74.4,73.7,67.8,d
17,male,public,high school,2.4,87.8,no,>60 min,yes,group study,49.1,61.0,51.2,63.3,d
16,female,private,phd,1.2,82.1,yes,30-60 min,no,online videos,24.3,44.3,30.5,34.1,f
14,other,public,diploma,7.7,94.2,yes,15-30 min,no,online videos,100.0,88.6,85.5,100.0,a
15,female,private,diploma,5.7,67.9,yes,>60 min,no,notes,68.4,68.0,78.4,75.9,c
16,female,private,no formal,5.4,82.5,yes,30-60 min,no,mixed,66.7,60.5,64.4,73.5,c
16,female,public,no formal,3.0,78.4,yes,15-30 min,yes,mixed,70.1,62.6,71.8,60.4,d
15,female,public,graduate,8.0,89.1,yes,>60 min,yes,online videos,100.0,100.0,98.4,95.9,a
17,male,private,graduate,2.2,66.5,yes,15-30 min,yes,group study,30.0,38.7,17.6,34.2,f
16,male,public,no formal,1.8,80.0,yes,15-30 min,no,group study,22.8,29.5,20.6,42.2,e
16,other,public,phd,2.9,77.0,yes,30-60 min,no,textbook,57.1,64.1,59.5,60.7,d
18,other,private,graduate,6.0,52.2,no,>60 min,yes,online videos,62.3,59.6,54.2,65.0,d
14,other,private,no formal,2.3,51.7,yes,30-60 min,no,notes,35.3,25.0,37.6,35.7,f
16,male,public,phd,2.8,95.2,yes,>60 min,yes,mixed,65.5,48.5,61.8,59.4,d
14,male,public,high school,4.5,82.0,yes,15-30 min,no,online videos,76.8,79.8,73.7,68.7,d
19,male,private,post graduate,5.4,80.7,yes,15-30 min,yes,mixed,59.2,71.2,76.0,67.5,d
15,male,public,post graduate,1.6,87.2,yes,<15 min,no,notes,55.6,64.9,50.0,54.6,e
18,female,public,post graduate,5.4,50.8,yes,>60 min,yes,textbook,58.7,79.0,67.6,57.2,d
15,male,public,post graduate,3.4,61.6,yes,30-60 min,yes,notes,65.8,50.2,33.9,48.1,e
15,other,public,phd,3.1,82.5,yes,15-30 min,no,notes,64.9,68.9,63.2,56.0,d
17,male,private,no formal,1.1,85.9,no,<15 min,yes,notes,29.8,33.4,33.2,36.4,f
18,female,public,diploma,7.8,81.5,yes,30-60 min,yes,online videos,87.5,99.3,100.0,100.0,a
15,male,public,diploma,5.7,70.6,no,15-30 min,yes,textbook,69.3,77.9,90.8,74.1,c
15,female,private,diploma,1.2,79.4,yes,15-30 min,yes,coaching,44.3,45.4,55.4,43.8,e
19,male,private,high school,3.2,85.0,yes,<15 min,yes,notes,54.4,61.7,68.7,57.1,d
15,female,private,high school,1.1,70.3,yes,30-60 min,no,textbook,33.9,30.5,43.1,43.1,e
15,other,private,phd,4.6,78.2,yes,15-30 min,yes,group study,58.4,78.3,38.9,67.1,d
18,other,private,phd,5.8,53.9,yes,>60 min,no,notes,86.6,72.0,89.8,77.4,c
14,male,public,post graduate,0.9,58.5,no,15-30 min,yes,group study,19.6,39.4,39.7,38.5,f
19,female,public,graduate,7.4,88.6,yes,<15 min,no,mixed,100.0,98.5,100.0,95.5,a
19,other,private,diploma,3.3,69.0,yes,30-60 min,no,coaching,60.6,74.3,57.7,60.3,d
19,female,public,post graduate,2.3,88.9,yes,30-60 min,no,coaching,36.5,53.4,50.9,44.8,e
15,female,private,phd,1.5,83.7,yes,30-60 min,yes,notes,52.0,48.5,64.1,51.8,e
14,female,public,diploma,1.6,68.1,yes,<15 min,yes,mixed,41.1,12.1,24.6,31.5,f
16,other,private,graduate,6.9,88.5,yes,>60 min,no,textbook,89.8,94.5,93.0,87.2,b
16,female,public,phd,4.1,56.3,yes,30-60 min,no,textbook,47.1,66.9,53.1,53.0,e
19,other,public,phd,6.5,58.0,yes,>60 min,yes,textbook,61.4,58.0,69.9,66.0,d
17,other,public,high school,2.2,70.5,yes,<15 min,yes,textbook,41.7,49.1,46.9,44.0,e
19,female,private,high school,2.9,82.8,yes,<15 min,no,notes,60.1,60.9,68.1,55.6,d
18,male,private,high school,3.6,64.9,yes,<15 min,no,mixed,43.9,72.3,53.6,60.0,d
18,male,public,no formal,3.9,66.2,yes,>60 min,yes,coaching,46.6,47.3,53.4,52.0,e
14,female,private,post graduate,1.2,93.1,yes,30-60 min,yes,notes,39.3,49.2,41.2,40.1,e
14,other,private,diploma,0.8,95.0,yes,15-30 min,yes,group study,49.6,47.5,52.8,49.9,e
14,female,public,no formal,8.0,95.6,yes,<15 min,no,textbook,89.6,84.6,81.2,93.6,b
17,male,private,high school,5.5,51.1,yes,<15 min,no,notes,67.8,60.3,70.9,66.8,d
15,other,public,graduate,0.9,89.9,yes,<15 min,no,mixed,22.0,42.6,54.4,42.2,e
19,male,public,phd,6.3,88.1,yes,30-60 min,no,notes,69.6,93.7,83.5,87.6,b
14,female,public,graduate,3.2,62.9,yes,15-30 min,yes,coaching,72.0,60.5,44.1,57.8,d
19,male,public,graduate,6.5,61.3,yes,15-30 min,yes,mixed,81.0,78.6,88.6,81.6,c
18,male,private,high school,7.6,51.7,yes,>60 min,no,online videos,74.6,73.8,69.5,76.4,c
14,other,private,high school,0.7,91.1,yes,15-30 min,no,group study,29.5,35.1,32.9,47.3,e
14,other,public,post graduate,7.7,80.4,yes,15-30 min,yes,mixed,67.8,70.7,88.8,88.6,b
16,male,public,post graduate,1.7,50.8,yes,30-60 min,no,mixed,27.7,12.8,11.0,24.1,f
16,male,private,phd,2.7,61.3,yes,30-60 min,no,notes,54.9,28.4,28.1,41.9,e
15,female,public,graduate,5.2,91.5,yes,30-60 min,no,textbook,59.8,85.7,77.7,69.4,d
17,other,public,high school,5.9,80.1,yes,30-60 min,yes,online videos,90.2,92.1,87.7,87.5,b
14,female,public,graduate,1.8,92.8,yes,15-30 min,no,mixed,54.1,51.6,30.3,43.3,e
14,other,public,phd,1.5,57.3,yes,15-30 min,yes,coaching,21.8,28.5,19.7,25.1,f
18,female,private,high school,2.6,97.6,yes,15-30 min,no,coaching,76.0,58.3,88.5,63.6,d
19,female,private,phd,2.9,60.4,no,<15 min,no,online videos,47.5,48.1,50.0,51.3,e
15,male,public,phd,2.9,65.2,no,>60 min,yes,group study,58.7,37.8,54.5,56.2,d
19,other,private,post graduate,1.8,96.3,yes,30-60 min,no,online videos,77.5,53.8,48.4,60.0,d
16,other,public,graduate,7.8,65.6,no,30-60 min,no,online videos,100.0,85.7,93.3,93.2,b
16,male,public,diploma,6.5,79.8,yes,>60 min,yes,mixed,78.8,62.1,67.8,80.3,c
14,other,private,phd,7.9,67.2,yes,30-60 min,no,group study,86.3,98.8,77.0,92.6,b
16,other,private,no formal,1.3,87.0,yes,<15 min,no,coaching,59.5,46.3,50.9,48.7,e
16,female,private,post graduate,1.1,65.6,yes,>60 min,no,online videos,42.0,48.0,22.2,36.1,f
17,other,private,diploma,4.5,72.1,yes,<15 min,no,mixed,68.3,73.0,63.9,61.6,d
14,female,private,graduate,5.1,54.2,yes,>60 min,no,mixed,56.0,73.4,72.4,54.5,e
15,male,private,diploma,5.3,96.0,yes,<15 min,no,notes,80.9,84.0,78.4,72.5,c
16,other,private,no formal,1.2,95.3,yes,<15 min,no,online videos,47.5,59.9,41.2,56.7,d
14,male,public,phd,6.8,90.2,no,>60 min,no,coaching,85.1,91.4,84.1,92.4,b
14,other,public,post graduate,4.2,93.7,yes,15-30 min,yes,notes,60.1,64.0,57.7,69.3,d
17,male,private,graduate,3.3,80.1,yes,30-60 min,no,group study,61.5,67.7,54.5,55.4,d
19,female,public,no formal,4.3,54.3,yes,>60 min,no,textbook,44.0,40.9,55.0,50.7,e
17,other,private,post graduate,0.8,53.5,yes,15-30 min,no,textbook,17.9,25.5,11.1,25.8,f
14,female,public,phd,2.1,89.3,yes,<15 min,no,coaching,60.8,60.4,59.8,59.4,d
19,other,public,post graduate,8.0,75.9,yes,15-30 min,no,mixed,87.8,98.2,100.0,98.0,a
17,male,public,high school,4.6,63.9,yes,<15 min,yes,group study,58.2,36.7,54.0,53.3,e
18,male,public,high school,1.1,51.9,yes,15-30 min,yes,online videos,28.2,33.6,28.1,33.9,f
15,male,public,diploma,2.7,99.2,yes,15-30 min,no,online videos,76.7,60.4,73.4,62.8,d
17,male,public,no formal,1.9,54.8,yes,30-60 min,yes,mixed,51.3,49.3,50.4,37.8,f
14,male,private,graduate,7.4,68.2,yes,>60 min,no,coaching,99.9,94.4,83.9,83.2,c
17,female,public,diploma,6.5,84.0,yes,>60 min,yes,notes,84.4,87.3,92.7,95.5,a
15,male,public,graduate,4.6,81.2,yes,15-30 min,no,group study,62.4,75.8,67.6,65.1,d
19,other,private,phd,7.6,56.3,yes,15-30 min,no,mixed,100.0,84.6,100.0,91.7,b
14,male,public,graduate,3.3,81.0,yes,<15 min,no,mixed,67.3,45.4,41.5,50.4,e
17,other,private,diploma,7.0,66.8,yes,30-60 min,yes,coaching,60.9,77.1,80.3,76.3,c
14,other,private,post graduate,4.0,58.5,yes,<15 min,no,coaching,62.8,62.2,70.8,56.2,d
18,other,private,diploma,6.9,80.9,yes,>60 min,yes,group study,82.7,69.1,91.5,80.7,c
16,other,public,post graduate,7.3,95.0,yes,30-60 min,no,coaching,100.0,100.0,78.5,100.0,a
19,other,public,phd,4.0,87.6,yes,>60 min,yes,textbook,57.9,65.6,69.3,68.3,d
17,other,private,phd,1.8,58.1,yes,15-30 min,yes,mixed,36.7,34.6,48.2,40.7,e
16,female,public,graduate,1.9,58.7,yes,>60 min,yes,notes,51.5,30.5,49.5,41.6,e
14,female,public,diploma,2.7,73.5,no,30-60 min,yes,textbook,62.5,56.4,67.8,52.9,e
17,female,public,diploma,2.2,51.1,yes,15-30 min,yes,textbook,42.3,48.4,28.1,39.8,f
16,female,private,graduate,3.4,51.0,yes,>60 min,no,online videos,69.1,41.9,52.6,56.5,d
14,female,public,phd,4.3,62.6,yes,30-60 min,no,group study,70.0,49.8,65.4,60.8,d
17,male,public,phd,1.2,55.3,yes,<15 min,no,mixed,48.5,22.5,35.2,32.2,f
15,other,public,graduate,7.3,77.3,no,<15 min,no,mixed,87.6,85.9,100.0,81.5,c
15,other,public,high school,0.5,52.2,yes,15-30 min,no,textbook,54.0,30.1,14.0,25.3,f
14,other,public,diploma,1.5,62.2,yes,15-30 min,yes,coaching,35.4,39.8,49.3,38.4,f
16,male,private,high school,0.6,52.9,yes,30-60 min,yes,group study,43.6,8.5,27.5,23.1,f
15,other,private,high school,7.9,76.5,yes,>60 min,yes,notes,85.6,94.2,92.3,95.4,a
14,female,public,no formal,3.6,67.6,yes,30-60 min,no,group study,60.8,44.1,64.5,61.8,d
16,male,public,post graduate,2.0,54.2,yes,15-30 min,no,group study,49.8,44.6,46.3,42.6,e
15,other,public,post graduate,1.4,67.7,yes,15-30 min,yes,online videos,19.3,53.9,27.1,45.8,e
14,other,private,high school,3.3,50.0,yes,<15 min,no,mixed,43.7,27.1,49.8,49.1,e
16,other,public,post graduate,7.8,91.3,yes,15-30 min,no,coaching,100.0,74.3,96.4,90.7,b
14,female,private,no formal,4.6,68.2,yes,>60 min,yes,online videos,81.0,58.5,76.3,66.1,d
19,male,private,high school,3.2,83.3,yes,<15 min,no,group study,37.8,46.2,54.4,52.6,e
16,male,private,high school,3.2,85.4,yes,<15 min,yes,mixed,42.8,58.6,64.0,58.8,d
19,other,public,no formal,1.4,77.7,no,<15 min,no,coaching,35.2,66.2,54.7,50.2,e
19,other,private,post graduate,4.4,79.4,yes,30-60 min,no,mixed,50.1,59.5,61.8,58.6,d
19,male,private,no formal,3.7,71.4,no,>60 min,no,online videos,63.3,52.9,64.4,63.5,d
17,other,public,diploma,6.0,70.4,yes,30-60 min,yes,textbook,81.9,41.9,75.7,73.2,c
16,male,private,diploma,1.9,65.3,yes,30-60 min,yes,notes,57.1,57.9,54.6,46.3,e
18,other,public,graduate,1.5,53.6,yes,30-60 min,no,group study,45.7,23.4,19.5,27.2,f
14,male,private,high school,4.9,67.5,yes,15-30 min,no,textbook,72.1,67.4,52.3,58.2,d
19,other,private,diploma,6.1,73.1,yes,>60 min,no,textbook,60.4,85.0,81.1,83.7,c
15,male,private,post graduate,4.2,56.7,yes,15-30 min,no,mixed,54.3,56.4,55.9,59.0,d
14,female,private,diploma,6.4,95.4,no,>60 min,yes,mixed,84.4,92.0,90.3,98.2,a
15,other,public,phd,6.8,50.4,yes,>60 min,no,notes,95.9,76.4,73.3,72.1,c
15,other,private,diploma,7.4,61.2,yes,15-30 min,no,mixed,79.2,91.9,85.5,82.9,c
14,female,private,post graduate,3.3,84.0,no,15-30 min,yes,textbook,56.1,72.9,77.8,63.3,d
18,other,public,no formal,7.3,91.2,yes,30-60 min,yes,group study,96.0,92.5,80.6,88.1,b
14,male,public,phd,5.8,73.7,yes,15-30 min,yes,notes,63.6,65.3,63.4,66.0,d
19,female,private,diploma,5.2,79.4,yes,>60 min,no,mixed,90.8,87.3,100.0,79.5,c
16,other,public,phd,4.7,63.7,yes,<15 min,no,notes,56.8,55.1,53.8,62.7,d
18,male,public,post graduate,0.6,97.7,yes,30-60 min,no,textbook,62.7,62.3,58.4,52.9,e
16,female,private,post graduate,4.7,82.2,yes,>60 min,no,group study,37.5,51.9,50.5,62.6,d
14,female,public,no formal,6.3,56.6,yes,15-30 min,no,mixed,92.5,74.2,69.4,66.8,d
15,female,private,graduate,7.9,86.8,no,>60 min,yes,notes,96.6,98.1,87.9,89.0,b
17,other,public,post graduate,3.7,56.4,yes,>60 min,yes,coaching,64.7,62.7,67.2,61.0,d
18,female,public,post graduate,7.9,70.2,yes,>60 min,yes,group study,93.0,100.0,95.9,97.7,a
15,other,private,diploma,1.8,74.6,yes,<15 min,no,group study,53.6,56.0,60.5,53.7,e
16,female,private,graduate,7.7,86.1,yes,<15 min,no,textbook,99.6,96.8,100.0,100.0,a
19,other,private,high school,4.9,99.8,yes,30-60 min,no,group study,71.6,66.9,93.5,73.3,c
19,female,private,diploma,5.5,68.6,yes,30-60 min,no,mixed,82.2,82.8,70.9,79.1,c
16,other,private,diploma,4.8,83.8,yes,30-60 min,no,online videos,75.8,76.7,65.5,76.9,c
15,female,public,no formal,7.9,83.6,yes,30-60 min,yes,notes,92.2,95.1,91.7,92.7,b
15,other,public,phd,0.8,59.2,yes,<15 min,yes,textbook,26.1,35.8,35.8,30.0,f
17,other,private,graduate,3.6,82.1,yes,15-30 min,yes,group study,61.3,72.0,70.4,62.5,d
17,male,private,high school,7.1,94.0,yes,15-30 min,no,mixed,92.3,86.5,84.3,89.8,b
15,male,private,phd,1.8,77.8,yes,>60 min,no,notes,43.2,34.4,59.6,41.6,e
14,male,private,post graduate,4.8,74.0,yes,>60 min,no,notes,73.2,73.3,73.3,73.8,c
16,female,private,post graduate,4.4,82.4,yes,>60 min,yes,online videos,62.6,63.2,49.9,65.2,d
18,female,private,phd,6.6,90.3,yes,>60 min,no,group study,92.5,71.5,88.5,86.6,b
14,male,private,diploma,7.4,61.3,no,<15 min,no,online videos,86.3,89.1,92.3,92.5,b
16,other,private,diploma,2.4,58.2,yes,>60 min,no,group study,32.4,42.4,47.3,49.7,e
14,other,public,graduate,5.7,82.6,yes,<15 min,no,mixed,71.0,68.5,74.0,71.8,c
15,female,private,phd,4.6,51.7,yes,<15 min,yes,notes,59.3,53.0,53.0,50.2,e
17,male,private,post graduate,5.5,91.3,yes,<15 min,yes,notes,81.1,54.0,67.6,75.9,c
15,other,private,post graduate,2.0,65.1,yes,<15 min,no,mixed,54.0,47.6,36.1,45.8,e
15,male,public,post graduate,2.5,55.5,yes,>60 min,yes,online videos,35.2,46.9,29.7,39.2,f
19,male,public,no formal,4.6,88.2,yes,15-30 min,no,mixed,75.7,75.3,91.8,71.1,c
15,other,private,diploma,0.5,61.1,no,>60 min,no,mixed,39.5,10.7,16.4,18.6,f
15,other,public,diploma,5.9,70.1,yes,30-60 min,no,group study,62.4,92.3,85.6,74.0,c
19,female,private,diploma,1.7,70.7,yes,30-60 min,yes,coaching,42.5,26.8,49.3,37.4,f
17,male,public,phd,7.5,91.0,yes,<15 min,yes,notes,89.9,95.3,89.7,93.4,b
14,male,private,diploma,7.0,63.2,yes,<15 min,no,textbook,85.5,90.1,77.6,72.4,c
16,other,private,phd,5.2,81.7,yes,<15 min,yes,online videos,74.3,69.5,80.6,74.2,c
17,male,public,phd,7.2,99.9,yes,30-60 min,no,coaching,97.2,97.6,91.6,99.9,a
15,other,private,diploma,7.9,80.0,yes,>60 min,yes,notes,79.4,94.6,85.7,93.3,b
17,female,public,high school,6.3,57.0,yes,15-30 min,yes,mixed,55.6,70.6,71.4,64.9,d
17,female,private,post graduate,5.2,64.2,yes,30-60 min,yes,group study,61.5,90.8,65.0,65.1,d
15,other,private,phd,3.9,76.8,yes,>60 min,no,online videos,67.2,60.8,35.9,57.8,d
18,female,private,diploma,6.6,66.1,yes,<15 min,no,mixed,92.6,77.2,70.9,77.1,c
16,female,public,high school,5.8,75.8,yes,>60 min,yes,online videos,80.9,86.5,73.9,82.1,c
19,female,public,graduate,4.0,77.2,yes,30-60 min,yes,textbook,68.7,53.7,68.3,72.0,c
14,male,public,phd,4.3,86.8,no,<15 min,yes,notes,75.0,83.2,56.5,71.3,c
15,female,private,graduate,2.2,81.1,no,15-30 min,no,coaching,50.2,70.4,48.9,48.0,e
18,female,public,diploma,6.4,84.9,no,15-30 min,yes,mixed,83.4,100.0,87.7,85.1,b
19,male,public,diploma,7.1,60.9,yes,>60 min,yes,coaching,88.2,92.2,87.1,88.4,b
15,female,private,post graduate,0.6,71.2,yes,<15 min,no,mixed,43.3,31.4,36.1,40.3,e
19,female,public,diploma,1.3,91.3,yes,>60 min,no,mixed,65.8,48.5,47.1,53.9,e
15,male,public,post graduate,7.9,87.6,yes,30-60 min,no,coaching,93.1,99.4,100.0,100.0,a
16,other,public,phd,1.8,59.1,yes,<15 min,yes,mixed,32.9,42.7,30.9,45.8,e
15,other,private,post graduate,6.0,53.2,yes,<15 min,yes,textbook,68.9,61.5,85.5,67.0,d
16,female,private,phd,4.1,82.7,yes,<15 min,no,online videos,58.5,60.8,78.9,67.5,d
19,male,private,post graduate,4.4,72.2,yes,30-60 min,no,textbook,77.6,55.5,39.4,63.3,d
18,female,private,phd,1.3,70.5,no,>60 min,no,mixed,43.2,26.1,54.7,39.5,f
18,other,private,no formal,1.5,51.3,yes,15-30 min,yes,group study,32.3,37.3,36.8,33.6,f
15,male,private,diploma,4.8,69.1,no,15-30 min,yes,textbook,72.4,85.0,75.5,72.7,c
19,other,private,high school,3.3,58.9,yes,30-60 min,no,coaching,60.7,61.3,52.7,56.5,d
16,other,private,phd,6.5,51.7,yes,<15 min,no,coaching,77.6,87.8,78.1,71.3,c
17,male,public,high school,7.8,69.9,yes,>60 min,yes,coaching,100.0,100.0,86.0,90.5,b
18,male,private,phd,6.6,91.2,yes,15-30 min,no,textbook,79.7,99.2,82.7,90.2,b
17,other,public,post graduate,3.5,94.6,yes,15-30 min,no,textbook,79.4,57.5,65.1,69.6,d
17,other,public,no formal,4.1,61.9,yes,<15 min,yes,mixed,80.5,48.9,53.1,57.9,d
16,other,public,post graduate,1.7,63.7,yes,>60 min,yes,notes,48.7,40.3,44.3,44.7,e
17,female,private,diploma,5.7,54.9,yes,30-60 min,yes,online videos,65.2,61.7,66.8,64.4,d
19,female,private,high school,3.9,95.5,yes,>60 min,no,notes,68.2,60.5,48.0,71.7,c
16,female,public,phd,6.9,53.3,yes,>60 min,yes,mixed,84.8,99.8,90.4,85.5,b
17,female,private,post graduate,5.4,96.9,yes,<15 min,yes,notes,79.2,94.0,77.9,79.5,c
15,other,public,post graduate,1.8,82.1,yes,30-60 min,no,coaching,51.9,31.5,46.9,40.0,f
16,male,private,high school,3.6,89.3,yes,<15 min,no,coaching,82.2,66.7,71.3,69.4,d
18,male,private,graduate,5.6,61.0,yes,30-60 min,yes,group study,69.2,65.1,54.0,74.1,c
17,male,private,diploma,6.9,80.4,yes,<15 min,yes,online videos,100.0,79.5,89.6,87.6,b
15,other,public,graduate,3.1,55.4,yes,<15 min,no,group study,42.9,52.1,36.0,40.9,e
17,other,private,diploma,5.5,82.9,yes,30-60 min,no,coaching,76.7,65.0,55.3,74.1,c
18,male,public,graduate,1.8,80.0,yes,<15 min,yes,coaching,62.5,55.1,46.5,52.9,e
14,male,private,post graduate,7.3,91.2,yes,30-60 min,no,mixed,97.8,71.0,88.0,99.7,a
14,male,private,high school,4.8,82.2,yes,<15 min,no,textbook,69.5,85.2,74.0,67.9,d
16,male,private,no formal,6.3,98.6,yes,30-60 min,no,textbook,88.0,85.1,97.9,84.3,c
17,female,private,no formal,3.5,74.5,no,>60 min,no,mixed,66.7,60.4,54.8,51.8,e
15,female,public,phd,7.6,77.6,yes,30-60 min,no,group study,70.8,92.4,96.1,89.4,b
18,female,public,phd,5.9,53.8,yes,<15 min,yes,mixed,66.0,67.1,54.1,63.9,d
19,male,public,post graduate,1.7,55.4,yes,15-30 min,yes,textbook,25.9,27.6,41.9,35.6,f
17,female,public,no formal,4.6,58.7,yes,<15 min,no,coaching,65.9,42.4,48.3,53.3,e
16,other,private,graduate,2.5,55.9,yes,15-30 min,yes,group study,30.8,21.9,24.4,42.0,e
14,female,public,diploma,6.8,56.9,no,15-30 min,yes,online videos,89.9,96.8,76.9,78.5,c
18,other,private,high school,6.4,63.0,yes,<15 min,yes,online videos,61.7,80.4,69.6,66.9,d
19,other,private,diploma,4.2,63.9,yes,15-30 min,no,coaching,77.6,69.9,68.4,57.1,d
16,other,private,post graduate,2.8,84.8,yes,>60 min,yes,notes,53.6,59.7,59.4,63.0,d
17,female,public,phd,6.9,74.3,yes,30-60 min,yes,mixed,82.8,88.1,69.9,80.7,c
18,male,public,phd,6.9,96.4,yes,<15 min,no,online videos,100.0,93.2,100.0,100.0,a
18,female,private,high school,4.3,67.1,yes,<15 min,no,online videos,51.0,64.7,51.7,52.6,e
14,female,private,graduate,5.9,53.2,no,15-30 min,no,mixed,58.7,70.9,66.0,72.1,c
18,other,public,graduate,2.6,92.2,yes,<15 min,yes,notes,60.8,52.8,59.1,57.0,d
19,other,public,high school,3.1,92.1,yes,30-60 min,no,coaching,48.9,57.5,77.0,66.5,d
18,female,public,diploma,7.6,68.2,yes,15-30 min,yes,notes,91.9,86.9,87.1,88.5,b
16,female,public,diploma,6.0,53.5,yes,>60 min,yes,mixed,65.1,52.5,91.4,63.1,d
17,other,public,no formal,1.0,94.0,no,>60 min,no,group study,47.1,36.9,40.4,52.4,e
15,other,private,diploma,3.9,96.7,yes,30-60 min,yes,group study,53.0,73.2,79.1,77.7,c
17,other,public,diploma,3.5,99.9,no,>60 min,no,coaching,51.2,76.1,77.6,72.6,c
15,female,private,high school,2.2,69.6,yes,30-60 min,no,group study,34.1,39.7,26.4,43.2,e
16,female,public,graduate,8.0,56.4,no,30-60 min,yes,notes,78.1,71.7,81.3,80.5,c
15,female,public,post graduate,1.5,68.9,yes,>60 min,no,notes,36.0,62.5,16.9,31.4,f
16,female,public,no formal,2.9,79.3,yes,>60 min,yes,mixed,61.6,55.9,53.2,60.2,d
16,male,public,diploma,6.9,52.2,yes,15-30 min,no,textbook,57.4,83.8,63.1,71.0,c
14,male,private,no formal,1.5,63.7,yes,30-60 min,no,mixed,54.8,19.8,31.8,39.8,f
18,female,private,post graduate,3.3,97.1,yes,>60 min,yes,coaching,83.4,43.8,98.6,71.6,c
16,female,private,phd,5.3,52.2,yes,<15 min,no,online videos,61.6,77.6,60.4,63.0,d
19,male,public,diploma,3.0,57.5,yes,>60 min,yes,mixed,58.7,52.5,56.1,49.7,e
15,male,private,phd,3.6,79.1,no,30-60 min,no,coaching,47.6,65.1,46.0,56.0,d
18,other,public,graduate,4.6,97.9,yes,<15 min,yes,group study,71.2,80.1,77.7,74.3,c
15,female,private,phd,7.6,97.0,yes,30-60 min,no,notes,77.9,82.4,84.5,98.2,a
17,female,private,phd,7.0,62.9,no,30-60 min,no,notes,75.1,85.1,100.0,82.5,c
16,other,public,graduate,1.3,80.7,no,30-60 min,no,notes,40.5,55.0,50.2,44.0,e
16,male,private,diploma,4.8,98.3,no,>60 min,yes,online videos,84.2,59.0,80.8,76.5,c
17,other,public,post graduate,5.4,81.5,no,15-30 min,yes,online videos,74.7,62.2,62.5,66.4,d
18,other,public,high school,2.9,61.1,yes,15-30 min,yes,online videos,36.4,54.1,50.4,48.0,e
15,female,private,high school,2.5,84.7,yes,<15 min,no,notes,43.4,41.9,70.6,52.6,e
19,female,private,graduate,5.0,75.6,yes,15-30 min,yes,textbook,69.9,83.7,71.6,73.5,c
15,other,private,high school,3.6,74.7,yes,30-60 min,yes,notes,65.6,43.8,55.3,52.3,e
15,male,private,diploma,7.3,74.4,yes,15-30 min,yes,textbook,100.0,76.6,85.7,98.1,a
15,male,public,phd,1.7,55.6,yes,<15 min,yes,notes,47.7,48.3,57.1,44.5,e
19,other,public,post graduate,0.8,89.5,yes,>60 min,no,textbook,51.5,57.7,48.7,47.1,e
14,male,private,phd,7.2,67.3,no,15-30 min,yes,group study,82.5,95.5,85.8,81.3,c
16,other,public,phd,7.2,59.2,yes,30-60 min,yes,mixed,86.5,100.0,72.7,82.5,c
16,other,private,high school,3.6,72.0,yes,>60 min,no,notes,49.5,42.3,46.5,58.0,d
18,female,public,post graduate,6.2,82.2,yes,15-30 min,yes,coaching,81.6,87.3,83.7,87.4,b
16,male,public,diploma,6.8,77.7,yes,<15 min,no,textbook,75.7,95.9,90.3,84.2,c
19,other,public,phd,2.4,91.0,yes,30-60 min,no,online videos,67.1,62.1,59.8,55.4,d
18,other,public,high school,5.4,92.2,yes,<15 min,yes,coaching,100.0,81.9,87.1,85.1,b
